bid_id,category,buyer,quantity,bid_value,award_date,winner_name,winner_price,num_bidders,vendor_name,vendor_price,vendor_rank,status_flag,remarks,anomaly_winner_not_lowest
GEM/2026/B/7535122,LAY SHAFT ASSY (TATRA T-815),Ministry of Defence Department of Military Affairs,1,0,23-05-2026 2:00 PM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7533654,"fuel filter,assy cable comp,fi...",Ministry of Defence Department of Military Affairs,21,0,23-05-2026 2:00 PM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 0...",Ministry of Defence Department of Military Affairs,25,86063.3,23-05-2026 2:00 PM,ASHOKA ENGINEERING WORKS,86063.3,3,ASHOKA ENGINEERING WORKS,86063.3,L1,Qualified,N/A,false
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 0...",Ministry of Defence Department of Military Affairs,25,86063.3,23-05-2026 2:00 PM,ASHOKA ENGINEERING WORKS,86063.3,3,BLUE THROAT LIMITED,99300,L3,Qualified,N/A,false
GEM/2026/B/7534743,"3120 004922,48870m70a22,2530 0...",Ministry of Defence Department of Military Affairs,25,86063.3,23-05-2026 2:00 PM,ASHOKA ENGINEERING WORKS,86063.3,3,RAJ MOTOR STORE,89281.15,L2,Qualified,N/A,false
GEM/2026/B/7527668,High mast pole for national fl...,Rural Development Department Uttar Pradesh,1,994800,23-05-2026 1:00 PM,M/S SHREE ENTERPRISES,994800,3,M/S SHREE ENTERPRISES,994800,L1,Qualified,N/A,false
GEM/2026/B/7527668,High mast pole for national fl...,Rural Development Department Uttar Pradesh,1,994800,23-05-2026 1:00 PM,M/S SHREE ENTERPRISES,994800,3,OMG ENGINEERING,994900,L2,Qualified,N/A,false
GEM/2026/B/7527668,High mast pole for national fl...,Rural Development Department Uttar Pradesh,1,994800,23-05-2026 1:00 PM,M/S SHREE ENTERPRISES,994800,3,TRIPATI ENTERPRISES,995000,L3,Qualified,N/A,false
GEM/2026/B/7527629,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,0,23-05-2026 1:00 PM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7534105,Handling and Transport on Lump...,Energy Department Uttar Pradesh,1,9676,23-05-2026 1:00 PM,SHRI HARI INFOTECH,9676,3,SHRI HARI INFOTECH,9676,L1,Qualified,N/A,false
GEM/2026/B/7534105,Handling and Transport on Lump...,Energy Department Uttar Pradesh,1,9676,23-05-2026 1:00 PM,SHRI HARI INFOTECH,9676,3,M/S CHINTAHARAN ENTERPRISES,9912,L2,Qualified,N/A,false
GEM/2026/B/7534105,Handling and Transport on Lump...,Energy Department Uttar Pradesh,1,9676,23-05-2026 1:00 PM,SHRI HARI INFOTECH,9676,3,CHINTAHARAN RETAILER LIMITED,10000,L3,Qualified,N/A,false
GEM/2026/B/7562361,Catering Service per Packet ba...,Ministry of Defence Department of Defence,606,121200,23-05-2026 12:00 PM,VANI SYSTEMS PRIVATE LIMITED,121200,3,VANI SYSTEMS PRIVATE LIMITED,121200,L1,Disqualified,N/A,false
GEM/2026/B/7562361,Catering Service per Packet ba...,Ministry of Defence Department of Defence,606,121200,23-05-2026 12:00 PM,VANI SYSTEMS PRIVATE LIMITED,121200,3,HAK JAN KALYAN SEVA SAMITI,133320,L2,Qualified,N/A,false
GEM/2026/B/7562361,Catering Service per Packet ba...,Ministry of Defence Department of Defence,606,121200,23-05-2026 12:00 PM,VANI SYSTEMS PRIVATE LIMITED,121200,3,BALAJI ENTERPRISES,133926,L3,Qualified,N/A,false
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BE...",Ministry of Defence Department of Military Affairs,13,112868.18,23-05-2026 12:00 PM,SAMRIDDHI ENTERPRISES,112868.18,3,KAVYA TRADERS,114450,L3,Qualified,N/A,false
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BE...",Ministry of Defence Department of Military Affairs,13,112868.18,23-05-2026 12:00 PM,SAMRIDDHI ENTERPRISES,112868.18,3,NAINA ENTERPRISES,113250,L2,Qualified,N/A,false
GEM/2026/B/7524189,"CLUTCH PLATE,BRAKE CYLINDER,BE...",Ministry of Defence Department of Military Affairs,13,112868.18,23-05-2026 12:00 PM,SAMRIDDHI ENTERPRISES,112868.18,3,SAMRIDDHI ENTERPRISES,112868.18,L1,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,A S S SECURITY GROUP,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ABSF MANAGEMENT INDIA PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ADITHI GLOBAL CARE PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,AEROTEK SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ALBERTO TECHNOLOGIES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ALLIANCE OUTSOURCING PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,AMPUG SOLUTIONS,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ANANYA SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ANJANIPUTAR MANPOWER SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ARIHANT OUTSOURCING SOLUTIONS,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ARYAN BIZZ PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ASHFORD STAFFING (OPC) PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ASIAN HAWKS MANPOWER SERVICES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ATIREKA SHRAMIKA PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,AWADH SECURITY SERVICES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,AXIS SALES CORP.,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,B D MOBEL PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,B.P. CONSTRUCTION,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BALAJI ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BD SECURITY,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BEENA SECURITY SERVICE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BEST INDIA SOLUTION,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BHAGWATI MANPOWER SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BHANU UDAY SECURITY SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BHARAT KRISHI PASHUPALAN KENDRA,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,BRIGHT ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,CAPTAIN SUNLIGHT SECURITY AGENCY PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,CHANDRA HOSPITALITY SERVICE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,CITY HAWKS MANPOWER SERVICES AND CONSULTANCY PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,COMPASS VISION SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,COMPASVISION INFOTECH (OPC) PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,COUNTRYWIDE TECHNOLOGIES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,DRIVYA SECURITY AND INTEGRATED SERVICES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,DRONE SECURITY AGENCY,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ECO ANN ORGANIC PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,EJEE COMPLETE OFFICE SOLUTIONS PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,EMPVIN CONSULTANCY PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,EVOLUTION STAFFING LLP,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,EVORV PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,G.K.ENTERPRISE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GEONOVATECH INFRA AND SERVICES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GILL ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GLOBAL INFRA SOLUTION,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GOLDEN TRIANGLE SECURITY SERVICE PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GROWING MANPOWER SERVICE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GUNJAN GLOBAL INFRAVENTURE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GUPTA ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,GURU NANAK SECURITY,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,HELIS CONSULTING PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,HELIS TECHNOLOGIES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,INSF INDIA PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,INTELLISMART ENERGY SOLUTIONS,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,IRON WOLF SECURITY LLP,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,ISHITA SECURITY AND MANPOWER SERVICE PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J B SECURITY SERVICE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J B TRADING CO,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J K ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J N ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J SHARP PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,J.S ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JAGADVYAPI FACILITIES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JAI BHOLENATH SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JAI DURGA SHAKTI SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JAI JAWALAJI SECURITY AND MANPOWER SERVICES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JAIN CORPORATION,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JIVANSH HANS PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JKM TOTAL SECURITY (OPC) PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,JSR ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,K P N SAI INFRA PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KANISHK ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KARMBHUMI ENGINEERING & FACILITY MANAGEMENT PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KAYRA MANPOWER SUPPLIER,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KESHWISE NEXUS PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KGM ENTERPRISE,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KINSHIP SERVICES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KR ASSOCIATES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,KULDEEP COMMUNICATION & ELECTRONICS,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,LAADU SHYAM KISHORI SECURITIES PRIVATE LIMITED,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,LAKSHYARAJ ASSOCIATES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,LEAD SALES AND SUPPLY,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,M.M. EAGLES SECURITY,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,M.S. ENTERPRISES,N/A,N/A,Qualified,N/A,false
GEM/2026/B/7534511,Manpower Outsourcing Services ...,Ministry of Finance Department of Revenue,1,277267.82,23-05-2026 12:00 PM,SHAMMI MITTAL,277267.82,186,M/S AADITYA ENTERPRISES,N/A,N/A,Qualified,N/A,false
